,sentence,sentiment,sentiment_id
1589,"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation",neutral,0
1590,"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling",neutral,0
1591,"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities",neutral,0
1592,"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece",neutral,0
1593,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece",neutral,0
1594,"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth",neutral,0
1595,Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn,neutral,0
1596,"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations",neutral,0
1597,HK Ruokatalo 's target is to know the consumers,neutral,0
1598,"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees",neutral,0
1599,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m",neutral,0
1600,In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover,neutral,0
1601,"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level",neutral,0
1602,"In addition , the company is considering the start of production in Russia",neutral,0
1603,"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities",neutral,0
1604,"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets",neutral,0
1605,"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well",neutral,0
1606,"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn",neutral,0
1607,"In Finland , the five largest brands control 90 % of the beer market",neutral,0
1608,In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co.,neutral,0
1609,"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009",neutral,0
1610,"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009",neutral,0
1611,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn",neutral,0
1612,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn",neutral,0
1613,"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark",neutral,0
1614,"It is being developed by Symbian , the software licensing consortium led by Nokia",neutral,0
1615,It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007,neutral,0
1616,"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights",neutral,0
1617,It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006,neutral,0
1618,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,neutral,0
1619,Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year,neutral,0
1620,"Kemira 's R&D organization comprises approximately 750 people , the company said",neutral,0
1621,"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas",neutral,0
1622,"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support",neutral,0
1623,Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement,neutral,0
1624,"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories",neutral,0
1625,Marathon estimates the value of its remaining stake in Protalix at $ 27 million,neutral,0
1626,Marimekko is considering further measures in the matter,neutral,0
1627,"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights",neutral,0
1628,"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles",neutral,0
1629,"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group",neutral,0
1630,"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share",neutral,0
1631,Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec,neutral,0
1632,Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd.,neutral,0
1633,Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007,neutral,0
1634,Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997,neutral,0
1635,"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results",neutral,0
1636,No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place,neutral,0
1637,No financial details of the deployment were disclosed,neutral,0
1638,No financial or pricing details were disclosed,neutral,0
1639,No planned closing date was provided,neutral,0
1640,No service pricing details were disclosed,neutral,0
1641,"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights",neutral,0
1642,Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes,neutral,0
1643,N-Viro operates processing facilities independently as well as in partnership with municipalities,neutral,0
1644,"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA",neutral,0
1645,"On preliminary estimate , the hotel will operate under the brand Novotel",neutral,0
1646,"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level",neutral,0
1647,"Our customers include companies in the energy and process industry sectors , in particular",neutral,0
1648,"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan",neutral,0
1649,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day",neutral,0
1650,"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007",neutral,0
1651,"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee",neutral,0
1652,Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic,neutral,0
1653,Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy,neutral,0
1654,"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008",neutral,0
1655,Profit after taxes totaled EUR 12.1 mn,neutral,0
1656,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress,neutral,0
1657,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights",neutral,0
1658,Renesas Mobile Europe Ltd has approximately 470 employees in Oulu,neutral,0
1659,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations,neutral,0
1660,"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia",neutral,0
1661,RSA 's shares closed at 156.9 p at the time of going to press,neutral,0
1662,Rubin says he expects Capman to announce 1-2 additional transactions in 2009,neutral,0
1663,Russia 's Video International Group holds a controlling stake in Russian Media Ventures,neutral,0
1664,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110",neutral,0
1665,"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people",neutral,0
1666,Stora Enso will receive a 19.9 pct equity interest in the combined company,neutral,0
1667,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4,neutral,0
1668,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas,neutral,0
1669,Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros,neutral,0
1670,"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products",neutral,0
1671,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources",neutral,0
1672,The agreement includes application maintenance and support services,neutral,0
1673,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present,neutral,0
1674,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros,neutral,0
1675,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage",neutral,0
1676,"The bond , with a maturity of five years , is part of the bank 's domestic bond program",neutral,0
1677,The building will house product development and test laboratories,neutral,0
1678,The business area 's net sales were slightly over 2m in 2006,neutral,0
1679,The business development initiatives in North America are headed by Lynn Shanahan,neutral,0
1680,"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations",neutral,0
1681,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees",neutral,0
1682,The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa,neutral,0
1683,The closing of such transaction took place today,neutral,0
1684,"The closing of the transaction is scheduled to take place on January 10 , 2008",neutral,0
1685,The combined capital of these funds is expected to be EUR 100mn-150mn,neutral,0
1686,The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006,neutral,0
1687,"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members",neutral,0
1688,"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 %",neutral,0
1689,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system,neutral,0
1690,The company did not distribute a dividend in 2005,neutral,0
1691,"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn",neutral,0
1692,"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland",neutral,0
1693,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005,neutral,0
1694,The company has 120 employees and annual sales of approximately EUR16m,neutral,0
1695,"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing",neutral,0
1696,"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy",neutral,0
1697,The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006,neutral,0
1698,"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services",neutral,0
1699,"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities",neutral,0
1700,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group",neutral,0
1701,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner",neutral,0
1702,"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million",neutral,0
1703,The contract is worth some EUR 1 million,neutral,0
1704,The contract value amounts to EUR 2.4 million,neutral,0
1705,The credit covers approximately 70 % of the ship 's price,neutral,0
1706,The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V,neutral,0
1707,"The customer is then forwarded to the site , and unknown to him logged in with the first number",neutral,0
1708,"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said",neutral,0
1709,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry",neutral,0
1710,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added",neutral,0
1711,"The devices would be launched in the Chinese market in late 2006 , the company said",neutral,0
1712,The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539,neutral,0
1713,The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million,neutral,0
1714,"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail",neutral,0
1715,"The Division also includes joint sales , marketing and controlling functions for these units",neutral,0
1716,The EA Reng group posted sales of approximately 84 million kroons for 2007,neutral,0
1717,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc.",neutral,0
1718,"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros",neutral,0
1719,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume,neutral,0
1720,The enterprise value of Maritim Food AS has been determined as approximately EUR15m,neutral,0
1721,"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices",neutral,0
1722,"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009",neutral,0
1723,The estimated annual value of the frame agreement is about EUR 50mn,neutral,0
1724,The estimated value of the deal is USD 9.2 million,neutral,0
1725,The EUR17m contract includes both design and construction works,neutral,0
1726,"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul",neutral,0
1727,The expanded company will continue to be called NewPage,neutral,0
1728,The expanded plant is scheduled to be operational by the middle of October 2009,neutral,0
1729,The expansion is to be finalized in the autumn of 2009,neutral,0
1730,"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa",neutral,0
1731,The figure does not include food exports from Finland,neutral,0
1732,"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million",neutral,0
1733,"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities",neutral,0
1734,The final outcome of the rights offering is to be reported around 23 October 2009,neutral,0
1735,The firm builds components for mobile phones and other communications products,neutral,0
1736,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005",neutral,0
1737,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million",neutral,0
1738,"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand",neutral,0
1739,"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai",neutral,0
1740,The markets expect Heineken to sell Hartwall as a whole or in parts,neutral,0
1741,"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines",neutral,0
1742,"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland",neutral,0
1743,The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million,neutral,0
1744,The net sales of the Power Plants business were EUR 710.3 million in 2005,neutral,0
1745,The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007,neutral,0
1746,The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO,neutral,0
1747,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania",neutral,0
1748,"The order also covers design services , hardware , software licences , as well as maintenance services over six years",neutral,0
1749,"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications",neutral,0
1750,The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China,neutral,0
1751,"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences",neutral,0
1752,The orders also include a few high-power drives for the control of seismic compressors,neutral,0
1753,"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006",neutral,0
1754,The Oulu plant employs approximately 120 people,neutral,0
1755,The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them,neutral,0
1756,The per-share subscription price of the shares subscribed with the option rights was EUR 1.35,neutral,0
1757,"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007",neutral,0
1758,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson",neutral,0
1759,The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq,neutral,0
1760,"The remainder of its revenues will come from technology agreements with other firms , InterDigital said",neutral,0
1761,"The remaining amount will be funded through debt , the Danish bank said",neutral,0
1762,"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation",neutral,0
1763,The report contains category level company and brand share as well as distribution share information for 2007 and 2008,neutral,0
1764,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations",neutral,0
1765,"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group",neutral,0
1766,The solution will be installed in the USA to support the North American operations of the customer,neutral,0
1767,"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million",neutral,0
1768,The studies are expected to start in 2008,neutral,0
1769,"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium",neutral,0
1770,The terms of the transactions remained undisclosed,neutral,0
1771,The total capacity of the factory will be approximately 100 engines a year,neutral,0
1772,"The total floor area of the plant expansion is 29,000 square metres",neutral,0
1773,The total investment in 2006 and 2007 is expected to amount to about EUR75m,neutral,0
1774,The total investment of the project will be approximately EUR 36m,neutral,0
1775,The total value of the contract is some EUR 8 million,neutral,0
1776,The total value of these two contracts is over EUR 21 million,neutral,0
1777,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong,neutral,0
1778,The transaction value is CAD 15 million approximately EUR 10 million,neutral,0
1779,"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses",neutral,0
1780,The value of the contract is about EUR 27mn,neutral,0
1781,"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors",neutral,0
1782,The value of the contract is EUR 25mn,neutral,0
1783,The value of the contract is in total USD12m,neutral,0
1784,The value of the contracts is about EUR 3.3 mn,neutral,0
1785,The value of the deal has not been disclosed,neutral,0
1786,The value of the deal was not disclosed,neutral,0
1787,The value of the multi-year agreement is over EUR 2mn a year,neutral,0
1788,The value of the three-year contract is estimated at EUR40m,neutral,0
1789,The value of this kind of order amounts usually between Euro 2 and 3 million,neutral,0
1790,"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries",neutral,0
1791,"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems",neutral,0
1792,There have not been previous share subscriptions with 2004 stock options,neutral,0
1793,"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009",neutral,0
1794,"This could be any of us at any time , '' she said",neutral,0
1795,This wood lacquered clock comes with a stripy hand-crocheted cover,neutral,0
1796,To see a slide show of all the newest product releases from Fiskars,neutral,0
1797,Total value of the contract is about EUR 10mn,neutral,0
1798,"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics",neutral,0
1799,"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however",neutral,0
1800,"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007",neutral,0
1801,"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real",neutral,0
1802,"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added",neutral,0
1803,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ',neutral,0
1804,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn,neutral,0
1805,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn",neutral,0
1806,Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services,neutral,0
1807,"With the new arrangement , customer responsibilities will become mainly regional",neutral,0
1808,"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation",neutral,0
1809,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007",negative,2
1810,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June",negative,2
1811,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005,negative,2
1812,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses",negative,2
1813,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008,negative,2
1814,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006",negative,2
1815,Finnish media group Talentum has issued a profit warning,negative,2
1816,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008",negative,2
1817,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008",negative,2
1818,"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11",negative,2
1819,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009",negative,2
1820,Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42,negative,2
1821,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008,negative,2
1822,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago,negative,2
1823,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008,negative,2
1824,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008",negative,2
1825,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007",negative,2
1826,"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008",negative,2
1827,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008,negative,2
1828,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005,negative,2
1829,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier",negative,2
1830,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007,negative,2
1831,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn",negative,2
1832,"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008",negative,2
1833,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008",negative,2
1834,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009",negative,2
1835,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period,negative,2
1836,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007,negative,2
1837,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008",negative,2
1838,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago",negative,2
1839,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008,negative,2
1840,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering",negative,2
1841,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006",negative,2
1842,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008,negative,2
1843,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006,negative,2
1844,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005",negative,2
1845,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009",negative,2
1846,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007",negative,2
1847,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005,negative,2
1848,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008",negative,2
1849,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier",negative,2
1850,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004,negative,2
1851,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn",negative,2
1852,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year",negative,2
1853,Scanfil has also issued a profit warning,negative,2
1854,Scanfil issued a profit warning on 10 April 2006,negative,2
1855,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier",negative,2
1856,The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007,negative,2
1857,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said",negative,2
1858,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million,positive,1
1859,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said",positive,1
1860,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier",positive,1
